الكتب,الكاتب,سنة النشر,دار النشر,قسم الكتاب,تلخيص الكتاب,عدد الصفحات
ديزنى كوميكس - مذكرات..,Disney,2018,نهضة مصر,قصص الأطفال,عندما تقرر «زيزى» قسمة سوء حظ بطوط على اثنين ..أو أن تعيش فى قلعة من 366 غرفة ومساعدة صديقتها فى الحصول على فارس أحلامها.. «بطوط»!!أو عندما تصمم خزنة « دهب» زجاجية!! وهو يوافق!!أو عندما تقود ثورة نسائية ضد كرة القدم!!أو.. أو.. أو..الأفضل أن تقرأ مذكرات «زيزى»لتعرف كل هذا وغيره,320
ديزنى كوميكس - بطبط 25,Disney,2019,نهضة مصر,قصص الأطفال,صفحات من القصص المصورة التي تنقل الشباب (12 سنة وما فوق) إلى عالم جديد ومثير من ديزني تصدر كل 3 أشهر,424
ديزنى كوميكس - صديق م..,Disney,2021,نهضة مصر,قصص الأطفال,في هذه الرحلة وجد أبطالنا كنزًا حقيقًا. ليس مجرد نقود كثيرة أو وظيفة رائعة أو حتى رحلة الأحلام. لكنه صديق حقيقي يشبههم في الطباع ويدعمهم في الأزمات ويشاركهم الأفراح والمغامرات. إنه صديق من نوع خاص جدًا جدًا..,264
ديزنى كوميكس - البط ال..,Disney,2013,نهضة مصر,قصص الأطفال,صفحات من القصص المصورة التي تنقل الشباب (12 سنة وما فوق) إلى عالم جديد ومثير من ديزني تصدر كل 3 أشهر,528
ديزنى كوميكس - صانع ال..,Disney,2013,نهضة مصر,قصص الأطفال,صفحات من القصص المصورة التي تنقل الشباب (12 سنة وما فوق) إلى عالم جديد ومثير من ديزني تصدر كل 3 أشهر,420
ديزنى كوميكس - إجازات..,Disney,2013,نهضة مصر,قصص الأطفال,صفحات من القصص المصورة التي تنقل الشباب (12 سنة وما فوق) إلى عالم جديد ومثير من ديزني تصدر كل 3 أشهر,120
ديزنى كوميكس - مغامرات..,Disney,2013,نهضة مصر,قصص الأطفال,"في إكتشاف يعتبر في حد ذاته إكتشافا يكتشف ""بندوق"" أنه مكتشف بارع مما يجعله يعتبر هذا الإكتشاف أهم إكتشاف يكتشفه في حياته كمكتشف فيصمم أن يستمر في الإكتشاف كمكتشف محترف فيظل يكتشف كل ما هو مكتشف و غير مكتشف حتى يصل لإكتشاف الكثير من الإكتشافات فكيف إكتشف بندوق هذا الإكتشاف؟!هذا ما سنكتشفه في عدد يعت ",112
ديزنى كوميكس - بط بوند..,Disney,2013,نهضة مصر,قصص الأطفال,260 صفحة من القصص المصورة التي تناسب الشباب (12 سنة فما فوق) يتم إصدارها من ديزني كل 3 أشهر.,232
ديزنى كوميكس - سحرة م..,Disney,2018,نهضة مصر,قصص الأطفال,"العالم الافتراضى والخيال لهما مميزات لا تعد ولا تحصى؛ هذه المميزات تجعل من عالم الخيال صورة مجسمة أمام العين مليئة بآلاف الجيوش من الوحوش والسفن الفضائية وغيرها من الكائنات الخرافية، وفى الوقت نفسه تعرض الكثير من القضايا دون الانحياز لطرف معين، فالأحداث تعرض بطريقة خيالية وتتطور بسرعة مشابهة للواقع",112
ديزنى كوميكس - أساطير..,Disney,2016,نهضة مصر,قصص الأطفال,عظيمة هى الحضارة الفرعونية والآن أركان الأرض..فنية بهية فأرسلوا بعثات علمية وفنية ولما كان «دهب» حريصا على بقاء البشرية أرسل «بطوط» على رأس بعثة كشفية هددت الإنسانية بكارثة كونية.,304
ديزنى كوميكس -فانتازي..,Disney,2013,نهضة مصر,قصص الأطفال,تحذير :احترس .. هذا العدد به جرعة عالية جدا من الضحك والسعادةميكي كوميكس سبب رئيسي للفرح والفكاهة والبهجة والسرور والفرحيحفظ بعيدا عن متناول يد التعساءلن تستطيع التوقف عن قراءته .. ولكن يحظر قراءته آثناء القيادةكوميديا طبيعية 100 %,528
ديزنى كوميكس -دهب ضد ف..,Disney,2018,نهضة مصر,قصص الأطفال,أعزائى القراء... أعزائى المشاهدين فى كل مكان.. ننقل لكم أحداث المصارعة الشيقة بين أغنى بط فى العالم السيد «دهب» وثانى أغنى بط فى العالم السيد «فضة».. لكن ياخبر! إنها ضربة غير شرعية من السيد «فضة».. كيف سيواجهها «دهب»؟ستعرف داخل العدد.,120
فانتازيا 4 - حكايات وأ..,Disney,2017,نهضة مصر,قصص الأطفال,"بعد فشل محاولاتها الدائمة لسرقة قرش الحظ تنتقل ""سونيا"" بقوة سحرها إلى عالم الخيال، حيث تبني قصرًا من الرعب لم يتمكن أحد من التصدي له، حتى أتى ""بطوط"" البائع البسيط، الذي يحاول التغلب على خوفه ومواجهة الرعب بالداخل لإبهار الأميرة ""زيزي""، فهل سينجح في ذلك؟ وماذا سيحدث؟ مغامرات وأساطير متنوعة سنعيشها مع",120
فانتازيا 1 - حكايات وأ..,Disney,2017,نهضة مصر,قصص الأطفال,"هل أنتم مستعدون إلى الدخول في عالم ملئ بالسحر والأشباح والسيوف السحرية والقلاع المسكونة؟ في هذا العدد ستعيشون مغامرة مختلفة مع ""ميكي""و""بندق"" في ""أرض الجليد"".. الأرض المسحورة التي سيسافر إليها بطلانا عن طريق الخطأ لكن سيكون من الواجب عليهما إنقاذها من قبضة ""أمير الظلام""، فهل سينجحان في ذلك خاصة عندما",404
ديزنى كوميكس- مغامرات..,Disney,2000,نهضة مصر,قصص الأطفال,صفحات من الرسوم الهزلية الموضوعية التي تنقلك إلى عالم شخصيات ديزني القياسية.,430
ديزنى كوميكس - المحقق..,Disney,2018,نهضة مصر,قصص الأطفال,240 صفحة من الرسوم الهزلية الموضوعية التي تنقلك إلى عالم شخصيات ديزني القياسية.,132
ديزنى كوميكس - الساحرة,Disney,2018,نهضة مصر,قصص الأطفال,240 صفحة من الرسوم الهزلية الموضوعية التي تنقلك إلى عالم شخصيات ديزني القياسية.,148
ديزنى كوميكس- عائلة بن..,Disney,2020,نهضة مصر,قصص الأطفال,مجلدات ديزني كوميكس الرائعة.. مغامرات شيقة فائقة الإمتاع في عالم ديزي الأسطوري الملون,224
مجلد ميكى جيب عدد 57 ,Disney,2020,نهضة مصر,قصص الأطفال,مجموعة من 3 أعداد من مجلة MickyPocket تصدر شهرياً. مع 132 صفحة من القصص الطويلة والمضحكة. كما يحتوي على افتتاحية تتحدث عن الثقافة والرياضة وغيرها. بالإضافة إلى الألغاز والألعاب,100
ديزنى كوميكس - بط بوند..,Disney,2014,نهضة مصر,قصص الأطفال,260 صفحة من القصص المصورة التي تناسب الشباب (12 سنة فما فوق) يتم إصدارها من ديزني كل 3 أشهر.,107
سوبر بطوط 9 - العودة p..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",400
سوبر بطوط 8 - المسودة..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",252
سوبر بطوط 7 - الصدمة p..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",248
سوبر بطوط 6 - شعاع الق..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",162
سوبر بطوط 5 - النواة..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",88
سوبر بطوط 4 - عودة ال..,Disney,2000,نهضة مصر,قصص الأطفال,"برج غريب به الكثير من الأسرار، وصحفي يريد إثبات أن “سوبر بطوط” شخص شرير، ليس كما يظنه الجميع، ومخلوقات غريبة فضائية تريد سرقة الطاقة العاطفية والدماغية من سكان الأرض، وتحدي “سوبر بطوط” هو أن يتغلب على كل هؤلاء بمساعدة صديقة الجديد، والغريب أيضًا “مخ”. فهل سينجح في هذا التحدي الكبير؟",380
